title,genres,description,url,price,discount,original_price,launch_date,is_error,reviews,general_reviews,tags
Fishing Planet: Ocean Voyager Pack,Pesca y caza,¡Embárcate en un viaje de pesca de 30 días en las aguas de la isla Kaiji No Ri a bordo del rápido yate de pesca Scutum™ con el Ocean Voyager Pack! El yate cuenta con 6 soportes para cañas (2 por jugador) y espacio suficiente para almacenar las capturas de los tres pescadores a bordo.,https://store.steampowered.com/app/2922530/Fishing_Planet_Ocean_Voyager_Pack,"38,99€",,,5 JUN 2024,0,41 reseñas de usuarios,Variadas,Pesca-Free to Play-Simulación-Multijugador-Deportes
Fishing Planet: Japan Odyssey Pack,Pesca y caza,Prepárate para una odisea de 60 días para explorar las aguas de los alrededores de la isla Kaiji No Ri con el Japan Odyssey Pack. ¡Lleva a tus amigos en el lujoso yate de pesca Volans™!,https://store.steampowered.com/app/2922540/Fishing_Planet_Japan_Odyssey_Pack,"58,99€",,,5 JUN 2024,0,49 reseñas de usuarios,Variadas,Pesca-Free to Play-Simulación-Multijugador-Deportes
Call of the Wild: The Angler™ - Mountain Range Pack,Pesca y caza,"Dale rienda suelta a tu alma de vaquero con equipo y cosméticos inspirados en la vida en las cordilleras. Este pack incluye ropa, equipo de pesca, estilos para vehículos y embarcaciones y un emoticono.",https://store.steampowered.com/app/2936210/Call_of_the_Wild_The_Angler__Mountain_Range_Pack,"4,99€",,,16 MAY 2024,0,,,Simulación-Deportes-Casuales-Pesca-Naturaleza
Call of the Wild: The Angler™ - South Africa Reserve,Pesca y caza,Explora la región de Sudáfrica y pesca especies únicas junto a tus amigos. Completa misiones en los centros de pesca para obtener recompensas y descubre vistas y lugares majestuosos.,https://store.steampowered.com/app/2500370/Call_of_the_Wild_The_Angler__South_Africa_Reserve,"9,75€",,,26 MAR 2024,0,32 reseñas de usuarios,Variadas,Simulación-Deportes-Casuales-Pesca-Naturaleza
Project Hunt,Pesca y caza,"It is a semi-realistic hunting game.
Animals are shot and killed with guns.
The shot review shows animal detail and the bullet's hit.",https://store.steampowered.com/app/2451010/Project_Hunt,"24,50€",,,25 MAR 2024,0,62 reseñas de usuarios,Mayormente positivas,Deportes-FPS-Simulación-Naturaleza-Aventura
Aim Trainer - Shooting Range,Pesca y caza,"Aim Trainer - Shooting Range is a casual shooting game that includes a variety of exciting and fun game modes and a extensive weapon upgrade system. Train your shooting skills, collect different types of weapons, and become an excellent shooter elite!",https://store.steampowered.com/app/2626780/Aim_Trainer__Shooting_Range,"9,75€",,,23 FEB 2024,0,12 reseñas de usuarios,Positivas,FPS-Acción-Francotiradores-Simulación-Caza
LurkBait Twitch Fishing,Pesca y caza,"A Twitch powered interactive cozy fishing idle game. Add as an overlay for your stream and let your viewers fish with commands, points, bits or subs. Reel in the lurkers and boost viewer engagement passively with a fun interactive game that runs itself while you focus on your content.",https://store.steampowered.com/app/2767520/LurkBait_Twitch_Fishing,"6,00€",,,22 FEB 2024,0,312 reseñas de usuarios,Muy positivas,Simulación-Coleccionista de criaturas-Pesca-Utilidades-Inactividad
World of Shooting,Pesca y caza,"A first-person shooting sports sim from the developers of World of Guns. Collect hundreds of realistic firearms and accessories, beat practical shooting and tactical training campaigns, set global high scores, and build your own ranges!",https://store.steampowered.com/app/1678150/World_of_Shooting,0€,,,20 FEB 2024,0,618 reseñas de usuarios,Mayormente positivas,FPS-Matamarcianos-Sandbox-Deportes-Militares
IceFishingVR,Pesca y caza,"This game is a VR fishing game set on an icy river in the cold winter of a specific region, and the goal is to catch a variety of fish that can be found in the region.",https://store.steampowered.com/app/2667300/IceFishingVR,"4,99€",,,19 ENE 2024,0,,,Simulador de vida-Primera persona-RV-Indie-Simulación
Ultimate Fishing Simulator - Florida DLC,Pesca y caza,"Unleash your inner angler in Ultimate Fishing Simulator: Florida DLC! Sail to Dry Tortugas, snag Black sea bass, Tarpon, and more on your own boat. Adventure awaits!",https://store.steampowered.com/app/1256780/Ultimate_Fishing_Simulator__Florida_DLC,"4,99€",,,21 DIC 2023,0,39 reseñas de usuarios,Mayormente positivas,Aventura-Indie-Casuales-Simulación-Deportes
Fly Caster - VR Fly Fishing,Pesca y caza,"Fly fishing is not like ordinary fishing.  Learning to cast a fly is a sport all on it's own.  It's challenging, it's rewarding and it's a thing of beauty when done well.  Once you've mastered fly fishing there's no going back.",https://store.steampowered.com/app/2510950/Fly_Caster__VR_Fly_Fishing,"9,75€",,,26 OCT 2023,0,,,Casuales-Simulación-RV-Deportes-Pesca
All-In-One Summer Sports VR / Todo-En-Uno Deportes de verano VR,Pesca y caza,"¡10 deportes de verano te están esperando!  Dirígete a una cálida isla tropical llena de sol, diversión y experiencias inolvidables. Crea tu propio personaje y únete a los vertiginosos juegos con muchos jugadores de todo el mundo! Perfecciona tus habilidades, juega y gana!",https://store.steampowered.com/app/2074750/AllInOne_Summer_Sports_VR__TodoEnUno_Deportes_de_verano_VR,"19,50€",,,31 JUL 2023,0,46 reseñas de usuarios,Positivas,Acción-Casuales-Simulación-Arcade
theHunter: Call of the Wild™ - Emerald Coast Australia,Pesca y caza,¡Te damos la bienvenida a Australia! Descubre paisajes sobrecogedores y caza especies animales icónicas como el cocodrilo de agua salada y el canguro gris oriental mientras exploras un nuevo destino repleto de magia australiana.,https://store.steampowered.com/app/2383430/theHunter_Call_of_the_Wild__Emerald_Coast_Australia,"7,79€",,,20 JUN 2023,0,450 reseñas de usuarios,Muy positivas,Simulación-Deportes-Aventura-Caza-Relajantes
ZOSU VR Explosive Bow Hunting,Pesca y caza,"Explore rich forests in Virtual Reality while hunting with exploding arrows. Explore HD forests, cities, castles, villages & islands covering over 3 square miles (7 sq. km), including varying features by level.",https://store.steampowered.com/app/2012570/ZOSU_VR_Explosive_Bow_Hunting,"1,99€",,,26 MAY 2023,0,,,Casuales-RV-Caza-Tiro con arco-Mundo abierto
City of Cats,Pesca y caza,City of Cats is an exciting simulator game that puts you in the paws of a newly adopted cat.,https://store.steampowered.com/app/2400790/City_of_Cats,"0,99€",,,24 MAY 2023,0,13 reseñas de usuarios,Mayormente negativas,Aventura-Casuales-Simulación-Deportes-Un jugador
Wretched Depths,Pesca y caza,"Play as Sam and fish to your hearts content, sell fish you've caught, collect better gear, and use it to explore the depths of the mysterious lake, but be warned as no one knows what lies at the bottom. Wretched Depths is a PSX-style horror fishing game created by students at the University of Utah.",https://store.steampowered.com/app/2343240/Wretched_Depths,0€,,,26 ABR 2023,0,448 reseñas de usuarios,Muy positivas,Terror-Pesca-Acción y aventura-Buena trama-Retro
Archery Club,Pesca y caza,"CARACTERÍSTICAS:
▶ EMOCIONANTES PARTIDAS DE TIRO CON ARCO Cada partida consiste en varios tipos de juego.
▶ AMPLIO SISTEMA DE MEJORAS: ¡Consigue nuevas piezas para reforzar tus arcos!
▶ VARIAS LOCALIZACIONES DETALLADAS: Ábrete camino hasta la victoria a tiros en diferentes entornos.",https://store.steampowered.com/app/2278820/Archery_Club,"9,75€",,,20 MAR 2023,0,,,Deportes-FPS-Tiro con arco-Caza-JcJ
Public Land Hunter,Pesca y caza,"Experience the challenge of hunting public land in this retro hunting sim. Hunt a variety of game using a range of weapons on procedurally generated parcels of land. Scout, set up and shoot.",https://store.steampowered.com/app/2104310/Public_Land_Hunter,"3,99€",,,28 FEB 2023,0,31 reseñas de usuarios,Positivas,Caza-Generación por procedimientos-Un jugador-Estrategia-Disparos
Our Summer Sports,Pesca y caza,"¡Llegó la hora de disfrutar del verano!
¡La competición se pone al rojo vivo con estos desafíos deportivos!",https://store.steampowered.com/app/2193770/Our_Summer_Sports,"9,75€",,,2 FEB 2023,0,,,Acción-Casuales-Deportes-e-sports-Arcade
Fears of Glasses o-o World War,Pesca y caza,"En este juego tienes que superar tus miedos en la guerra.
Explosiones, disparos, armas.
Todo lo que temes, lo encontrarás en este juego.",https://store.steampowered.com/app/2244840/Fears_of_Glasses_oo_World_War,"37,05€",,,22 DIC 2022,0,17 reseñas de usuarios,Positivas,Rol clásico-Plataformas 3D-Plataformas 2D-Lluvia de balas-Deportes
Hunting Life VR: Dove Season,Pesca y caza,"Bag your limit in a one-of-a-kind VR experience...customize your hunt to have a realistic hunt for fast, spooky birds or an action packed day of shooting in Texas or Arizona maps!",https://store.steampowered.com/app/2202270/Hunting_Life_VR_Dove_Season,"19,50€",,,22 NOV 2022,0,,,Acción-Simulación-Disparos-Exploración-FPS
JaDa Fishin',Pesca y caza,JaDa Fishin' is a free relaxing quick-time fishing game. Collect up to 12 different types of fish on this incredible journey.,https://store.steampowered.com/app/2173380/JaDa_Fishin,0€,,,26 OCT 2022,0,40 reseñas de usuarios,Positivas,Pesca-Deportes-Dibujados a mano-Coloridos-Inactividad
Moorhuhn X - Crazy Chicken X,Pesca y caza,"¡Los pollos andan sueltos! Escondidos, corriendo, pescando y volando: ¡están por todas partes! Depende de ti y de tu puntería salvar la granja.",https://store.steampowered.com/app/2093590/Moorhuhn_X__Crazy_Chicken_X,"4,99€",,,8 OCT 2022,0,39 reseñas de usuarios,Positivas,Acción-Casuales-Simulación-Deportes-Arcade
Deer Hunting - The Season,Pesca y caza,"Hunt Deer that act and react differently depending on the time of the season, weather and rut stage.  Bucks very in size and you will be able to hunt monster bucks that have potential to score well over 200 inches. Each successful hunt gains you EXP and you can purchase / upgrade gear and firearms.",https://store.steampowered.com/app/2128140/Deer_Hunting__The_Season,"7,79€",,,7 OCT 2022,0,76 reseñas de usuarios,Muy positivas,Simulación-Aventura-Primera persona-Realistas-Mundo abierto
Mini Star Fishing,Pesca y caza,"Have a relaxing time catching cute and colorful fish with fully controllable fishing rod. Upgrade your character and buy better boats. Buy a spaceship and head into space to fishing in space. Or, buy a submarine and go fishing in the deep sea. And fill the fish DEX.",https://store.steampowered.com/app/2012790/Mini_Star_Fishing,"8,19€",,,1 SEPT 2022,0,,,Deportes-Simulación-Casuales-Simulador de vida-Simulador espacial
Call of the Wild: The Angler™,Pesca y caza,"The Angler es un juego de pesca de mundo abierto que puede ser jugado en individual o con amigos. Descubre y pesca una gran variedad de especies, desde las comunes a las raras, en tu camino para convertirte en as de la pesca.",https://store.steampowered.com/app/1408610/Call_of_the_Wild_The_Angler,"29,99€",,,31 AGO 2022,0,5594 reseñas de usuarios,Variadas,Pesca-Simulación-Multijugador-Naturaleza-Mundo abierto
Ultimate Fishing Simulator - Taupo Lake DLC,Pesca y caza,"¡Vive una increíble aventura de pesca en Nueva Zelanda! ¡Descubre las aguas del lago Taupo y el río Tongariro! ¡En ellas tendrás la oportunidad de pescar mújoles , kokopus gigantes, anguilas de aleta larga de Nueva Zelanda y muchas especies más!",https://store.steampowered.com/app/2088220/Ultimate_Fishing_Simulator__Taupo_Lake_DLC,"4,99€",,,24 AGO 2022,0,39 reseñas de usuarios,Mayormente positivas,Simulación-Deportes-Casuales-Pesca-3D
Ultimate Fishing Simulator 2,Pesca y caza,"¿Te encanta la pesca? ¡Con «Ultimate Fishing Simulator 2», puedes demostrarlo! Este simulador de pesca cuenta con seis ubicaciones de lo más pintorescas donde podrás pescar más de 60 especies de peces, incluido el tiburón tigre gigante. ¡Agarra tu caña, la aventura te espera!",https://store.steampowered.com/app/1136380/Ultimate_Fishing_Simulator_2,"19,99€",,,22 AGO 2022,0,1480 reseñas de usuarios,Variadas,Pesca-Simulación-Deportes-Realistas-Multijugador
Carnivores: Dinosaur Hunt,Pesca y caza,Carnivores: Dinosaur Hunt - es un simulador de caza en primera persona en el que cazas a las criaturas más grandes y peligrosas que jamás hayan existido - los DINOSAURIOS.,https://store.steampowered.com/app/1461030/Carnivores_Dinosaur_Hunt,"14,79€",,,22 AGO 2022,0,181 reseñas de usuarios,Variadas,Acción-Dinosaurios-Casuales-Caza-Deportes
Way of the Hunter,Pesca y caza,Conviértete en el nuevo propietario de una cabaña de caza rodeada de espectaculares hábitats y manadas de animales. Explora amplios entornos de mundo abierto y caza con armas de fuego selectas. Disfruta de la cacería perfecta por tu cuenta o con amigos en cooperativo.,https://store.steampowered.com/app/1288320/Way_of_the_Hunter,"39,99€",,,16 AGO 2022,0,6364 reseñas de usuarios,Muy positivas,Aventura-Caza-Disparos-Exploración-FPS
theHunter: Call of the Wild™ - Revontuli Coast,Pesca y caza,"Explora un archipiélago en expansión que rebosa vida. Caza aves acuáticas, de tierras altas y patos, además de caza mayor como el oso pardo y el ciervo de cola blanca. Admira las auroras boreales y descubre oportunidades de caza nuevas y emocionantes en esta región de la «tierra de los mil lagos».",https://store.steampowered.com/app/1931910/theHunter_Call_of_the_Wild__Revontuli_Coast,"7,79€",,,28 JUN 2022,0,465 reseñas de usuarios,Mayormente positivas,Simulación-Deportes-Aventura-Caza
Beastly Muscles,Pesca y caza,"You are a talented bodybuilder, now you need to become a citizen of a famous bodybuilding capitol. Plan your schedule, watch your stats, take jobs as you like and climb the rankings to become a top bodybuilder.",https://store.steampowered.com/app/2001210/Beastly_Muscles,"3,29€",,,31 MAY 2022,0,,,Casuales-Rol-Simulación-Deportes-Gran estrategia
戦乙女 ikusaotome,Pesca y caza,"Freely adapted from the Nordic mythology our戦乙女:
search for spirits, do competitions or fly races. It is designed for fun, but you can adjust the challenge mode also it needs some practice for the advanced options.",https://store.steampowered.com/app/1969410/_ikusaotome,"8,19€",,,13 MAY 2022,0,,,Casuales-Carreras-RV-e-sports-Disparos en escenarios
BangBang PewPew,Pesca y caza,"Finally, modern lightguns have become available for the PC that bring back the classic feeling of aiming down the sights. It’s time for the games to catch up! 
25 lightgun challenges. 
Turn-based multiplayer.
Online challenges and leaderboards.
Customizable targets.",https://store.steampowered.com/app/1818880/BangBang_PewPew,"20,99€",,,9 ABR 2022,0,,,Deportes-Disparos sobre raíles-Caza-JcJ-Disparos
DuckHunt - Missouri,Pesca y caza,Don't get fooled by the simple looks of this game! The way it is played is something unseen so far in the gaming world! Using a novel patented technology you and your friends will use your cellphones to aim at the screen and shoot! Show your friends who is a real gunslinger!,https://store.steampowered.com/app/1863010/DuckHunt__Missouri,"1,59€",,,21 MAR 2022,0,,,Acción-Casuales-Deportes-Disparos-Novelas visuales
Fishing Adventure VR,Pesca y caza,"Fishing Adventure VR is a typical fishing game, where the player can (drums) catch different fish species! Fish in USA, Hawaii and other unique fisheries.",https://store.steampowered.com/app/1200220/Fishing_Adventure_VR,"9,99€",,,7 ENE 2022,0,16 reseñas de usuarios,Negativas,Deportes-Simulación-Pesca-Exploración-Primera persona
Bassmaster® Fishing: Deluxe Upgrade Pack,Pesca y caza,"Destaca entre la multitud con el contenido de la Deluxe Upgrade, como el singular vinilo para botes Bassmaster© Fishing, objetos cosméticos y equipamiento de B.A.S.S., y tu propia lista de desafíos de la Deluxe Edition, para que llegues a ser el mejor pescador del Bassmaster.",https://store.steampowered.com/app/1671650/Bassmaster_Fishing_Deluxe_Upgrade_Pack,"8,99€",,,28 OCT 2021,0,,,Simulación-Deportes-Casuales-Un jugador-Pesca
Bassmaster® Fishing,Pesca y caza,"Bassmaster© Fishing, el videojuego oficial, ya está disponible y trae consigo la emoción de la pesca de lubinas competitiva a la PC. Sumérgete en el contenido con licencia completa de la serie Bassmaster desde eventos amateur hasta eventos de élite.",https://store.steampowered.com/app/1449500/Bassmaster_Fishing,"24,99€",,,28 OCT 2021,0,238 reseñas de usuarios,Mayormente positivas,Simulación-Deportes-Pesca-Realistas-Simulador inmersivo
Shoot The Zombirds VR,Pesca y caza,"Shoot The Zombirds VR is a gallery shooter starring undead birds, pumpkins and a crossbow. Excellent shooting fun for all skill levels.",https://store.steampowered.com/app/1033000/Shoot_The_Zombirds_VR,"3,99€",,,28 OCT 2021,0,20 reseñas de usuarios,Positivas,Casuales-Acción-Deportes-RV-Indie
Carp Fishing Simulator,Pesca y caza,"Carp Fishing Simulator aims to be the most advanced, authentic fishing experience on the market.",https://store.steampowered.com/app/366290/Carp_Fishing_Simulator,"15,99€",,,14 OCT 2021,0,162 reseñas de usuarios,Variadas,Simulación-Deportes-Pesca-Relajantes-Multijugador
Ultimate Bumper Cars - Dodgems,Pesca y caza,"The Ultimate Dodgems: Bumper Car Simulator with Online Multiplayer Support up to six players! 
Grab all your friends and family for fantastic fun!  Step into the dodgem arena, take control of your own bumper car!",https://store.steampowered.com/app/1520640/Ultimate_Bumper_Cars__Dodgems,"14,99€",,,20 AGO 2021,0,,,Carreras-Simulación-Deportes-Arcade-Simulador de automóviles
theHunter: Call of the Wild™ - Rancho del Arroyo,Pesca y caza,"Caza animales del desierto únicos, explora un territorio lleno de secretos y resuelve un misterio centenario que dividió a una poderosa familia en la nueva reserva del envolvente juego de caza theHunter: Call of the Wild.",https://store.steampowered.com/app/1608440/theHunter_Call_of_the_Wild__Rancho_del_Arroyo,"7,79€",,,29 JUN 2021,0,385 reseñas de usuarios,Variadas,Simulación-Deportes-Aventura-Caza
The Mountain Hunting,Pesca y caza,"Whether you hunt freely in the open world with the ""Free Hunt"" mode, or try to complete the missions given to you with the ""MISSION"" mode. Besides that this mode also includes interestingly extraordinary missions from time to time.",https://store.steampowered.com/app/1658400/The_Mountain_Hunting,"3,99€",,,24 JUN 2021,0,15 reseñas de usuarios,Variadas,Simulación-Aventura-Deportes-Caza-Acción y aventura
Pro Deer Hunting 2,Pesca y caza,"Pro Deer Hunting 2 continues the great tradition of realistic deer hunting simulations! Major graphics enhancements, inclusion of the muzzle loading rifle and climbing tree stand are just a few of the new features. Keep the tradition alive and become the next Pro Deer Hunter 2!",https://store.steampowered.com/app/1586240/Pro_Deer_Hunting_2,"8,19€",,,30 ABR 2021,0,11 reseñas de usuarios,Mayormente negativas,Deportes-Exploración-FPS-Caza-Simulación
Fisherman Classic,Pesca y caza,"Welcome to Fishy Archipelago! Go fishing, catalog your most rare fishes and sea creatures, buy and find skins, hats, boats and properties. Build your fishy empire. The retro world is yours!",https://store.steampowered.com/app/1307760/Fisherman_Classic,"0,99€",,,23 ABR 2021,0,14 reseñas de usuarios,Variadas,Casuales-Deportes-Indie-Acción-Rol
theHunter: Call of the Wild™ - Bloodhound,Pesca y caza,Adopta un nuevo e inteligente estilo de caza con el perro de San Huberto a tu lado. Este compañero canino posee un asombroso sentido del olfato y es capaz de seguir rastros de sangre a grandes distancias.,https://store.steampowered.com/app/1546670/theHunter_Call_of_the_Wild__Bloodhound,"3,99€",,,30 MAR 2021,0,1327 reseñas de usuarios,Mayormente positivas,Simulación-Deportes-Aventura-Caza-Perros
theHunter: Call of the Wild™ - Te Awaroa National Park,Pesca y caza,"Situado a los pies de los Alpes del Sur, este paraíso alberga hayedos de clima templado y escarpadas cumbres alpinas. Mientras unos vienen buscando al ciervo sika, otros recorren sus vestigios históricos. Ten la tranquilidad de saber que tu próxima aventura te espera en el Parque Nacional Te Awaroa.",https://store.steampowered.com/app/1463090/theHunter_Call_of_the_Wild__Te_Awaroa_National_Park,"7,79€",,,10 DIC 2020,0,395 reseñas de usuarios,Variadas,Simulación-Aventura-Deportes-Caza
Hunting Unlimited 3,Pesca y caza,"Hunting Unlimited 3 introduces new quarry, new modes of travel, and a new continent to the hit hunting series. Scout for the perfect kill on foot, horse and ATV across America, Canada, and Africa. HU3 also includes a Mission Editor for endless hours of customized fun.",https://store.steampowered.com/app/1330820/Hunting_Unlimited_3,"8,19€",,,6 NOV 2020,0,26 reseñas de usuarios,Positivas,Simulación-Deportes-Acción-Caza-Editor de niveles
Fishing Sim World: Bass Pro Shops Edition,Pesca y caza,"Una gran variedad de tu equipamiento favorito, todo respaldado por Bass Pro Shops. Elige entre 8 magníficas ubicaciones de EE. UU. de FSW, y compite en el modo de carrera o en multijugador personalizado. ¡Una cámara submarina te permite ver el momento en el que el pez muerde el señuelo!",https://store.steampowered.com/app/1368960/Fishing_Sim_World_Bass_Pro_Shops_Edition,"39,99€",,,3 NOV 2020,0,33 reseñas de usuarios,Mayormente positivas,Casuales-Simulación-Deportes-3D-Simulador inmersivo
The Fisherman - Fishing Planet: Blue Crab Island Expansion,Pesca y caza,"¡Bienvenidos a Blue Crab Island! Situada en la costa del Golfo de Misisipi, esta isla pintoresca es un paraíso para los pescadores. Los canales, los manglares y los juncos ocultan muchos peces, incluidas 8 especies nuevas. Aprovecha al máximo tu excursión con un nuevo bote y aparejos exclusivos.",https://store.steampowered.com/app/1089672/The_Fisherman__Fishing_Planet_Blue_Crab_Island_Expansion,"9,99€",,,18 SEPT 2020,0,26 reseñas de usuarios,Variadas,Simulación-Deportes-Multijugador masivo-Casuales-Aventura
Hunting Unlimited 2,Pesca y caza,"Hunting Unlimited 2 improves on the series originator with new features: free hunt mode with enhanced AI, improved graphics, more detailed scoring, user-created missions, new bulletcam mode, more types of animals to hunt and a bigger variety of sporting arms to hunt them with.",https://store.steampowered.com/app/1330790/Hunting_Unlimited_2,"8,19€",,,4 SEPT 2020,0,,,Simulación-Deportes-Acción-Caza-Editor de niveles
Hunting Unlimited 1,Pesca y caza,"Spot your prey quickly then get into position for the ultimate in hunting action! Packed with over 220 missions – including the bonus Master Campaigns – pursuing 5 species of game in 5 rich environments, Hunting Unlimited is the innovative original hit that started a long running series!",https://store.steampowered.com/app/1267940/Hunting_Unlimited_1,"8,19€",,,7 AGO 2020,0,23 reseñas de usuarios,Mayormente positivas,Deportes-Simulación-Caza-Naturaleza-Tiro con arco
The Catch: Carp & Coarse - Jezioro Bestii,Pesca y caza,"¡Ha vuelto un lago remasterizado, pero con nuevas especies y peces más grandes! Con 17 especies diferentes y 25 peces jefe, esta ubicación se ajusta a cualquier estilo de pesca, con depredadores de más de 45 kg y carpas de más de 20 kg.",https://store.steampowered.com/app/1351270/The_Catch_Carp__Coarse__Jezioro_Bestii,"10,99€",,,31 JUL 2020,0,,,Deportes-Estrategia-Casuales-Simulación-Pesca
Hunting Simulator 2 Beretta Model 486 by Marc Newson,Pesca y caza,Recibe una escopeta premium exclusiva con este contenido descargable para Hunting Simulator 2.,https://store.steampowered.com/app/1255250/Hunting_Simulator_2_Beretta_Model_486_by_Marc_Newson,"2,99€",,,16 JUL 2020,0,,,Acción-Aventura-Simulación-Deportes-Estrategia
Hunting Simulator 2,Pesca y caza,"Con la compañía de tu perro de caza, explora el desierto de Texas y los bosques de Colorado y Europa rastreando a 33 especies animales. Elige tu equipo entre más de 160 armas, accesorios y artículos de vestuario oficiales (incluyendo Browning, Winchester y Bushnell).",https://store.steampowered.com/app/1135910/Hunting_Simulator_2,"39,99€",,,16 JUL 2020,0,645 reseñas de usuarios,Variadas,Acción-Caza-Aventura-Mundo abierto-Deportes
Russian Fishing 4 - Lower Tunguska River,Pesca y caza,"Lower Tunguska is the largest tributary of the Yenisei, one of the most famous and majestic rivers of Siberia. The harsh beauty of the wildlife and the abundance of fish make the Lower Tunguska incredibly attractive for fishing enthusiasts. 
Your RF4 Team",https://store.steampowered.com/app/1366920/Russian_Fishing_4__Lower_Tunguska_River,0€,,,10 JUL 2020,0,164 reseñas de usuarios,Variadas,Simulación-Deportes-Free to Play-Multijugador masivo-Casuales
Freediving Hunter Spearfishing the World,Pesca y caza,"Defeat spearfishing challengers and unlock new places around the world. Buy new masks, fins, guns, wetsuits and flashlights to gain advantage. Conquer the ocean depths. Ward off hungry sharks trying to steal your fish and avoid a deadly blackout.",https://store.steampowered.com/app/1319690/Freediving_Hunter_Spearfishing_the_World,"16,79€",,,1 JUL 2020,0,10 reseñas de usuarios,Positivas,FPS-Matamarcianos-Deportes-Simulador inmersivo-Caza
The Catch: Carp & Coarse Fishing,Pesca y caza,"Embárcate en la pesca de tu vida mientras intentas capturar peces de gran tamaño por todo el mundo. 

Ya estás preparado, esperando... El sedal se tensa, la alarma te avisa, ¡el pez ha picado y la batalla comienza!",https://store.steampowered.com/app/1237610/The_Catch_Carp__Coarse_Fishing,"12,99€",,,30 JUN 2020,0,285 reseñas de usuarios,Mayormente positivas,Deportes-Casuales-Simulación-Estrategia-Pesca
Turkey Hunting Unlimited,Pesca y caza,"Get ready to hit the Spring time woods and Hunt Turkey!  The Gobblers are out there and depending on the difficulty level you choose it can be a ""Gobble Fest"" or a more realistic hunt!  Hunt four states:  New York, Ohio, Kansas, and Texas!  Hunt with a Gun or a Bow!",https://store.steampowered.com/app/1318870/Turkey_Hunting_Unlimited,"1,59€",,,29 MAY 2020,0,,,Deportes-Simulación-Caza-Mundo abierto-Aventura
Sea Fishing Simulator,Pesca y caza,Go fishing in the North Sea!,https://store.steampowered.com/app/1243750/Sea_Fishing_Simulator,"8,99€",,,20 FEB 2020,0,13 reseñas de usuarios,Variadas,Casuales-Simulación-Deportes-Pesca-RV
Russian Fishing 4 - Amber Lake,Pesca y caza,"Amber Lake – This reservoir offers a large number of comfortable fishing spots and of course many exciting new carp species. All common methods and baits, that make carp fishing so special, will now be available. The new quad will enable you to comfortably reach even remote fishing spots.",https://store.steampowered.com/app/986060/Russian_Fishing_4__Amber_Lake,0€,,,29 NOV 2019,0,77 reseñas de usuarios,Variadas,Aventura-Free to Play-Multijugador masivo-Simulación-Deportes
Fishing Adventure,Pesca y caza,"Fishing Adventure is a typical fishing game, where the player can (drums) catch different fish species! Fish in USA, Hawaii and other unique fisheries.",https://store.steampowered.com/app/1101140/Fishing_Adventure,"4,99€",,,1 NOV 2019,0,1302 reseñas de usuarios,Muy positivas,Pesca-Simulación-Multijugador-Un jugador-Deportes
Angler's Life,Pesca y caza,"The Angler's Life is an open world fishing simulator, where the possibilities shall be limited only by your imagination.",https://store.steampowered.com/app/1085390/Anglers_Life,"12,49€",,,31 OCT 2019,0,15 reseñas de usuarios,Variadas,Simulación-Deportes-Indie-Aventura-Rol
The Fisherman - Fishing Planet,Pesca y caza,"¡The Fisherman – Fishing Planet es ideal para todos los amantes de la naturaleza y la pesca deportiva! Este simulador, creado por y para pescadores entusiastas, recrea todos los detalles del arte de la pesca con una autenticidad sin igual.",https://store.steampowered.com/app/1072480/The_Fisherman__Fishing_Planet,"29,99€",,,17 OCT 2019,0,900 reseñas de usuarios,Variadas,Pesca-Deportes-Naturaleza-Exploración-Ambientales
theHunter: Call of the Wild™ - High-Tech Hunting Pack,Pesca y caza,Cazar con sigilo nunca había sido tan fácil gracias al último equipo que han recibido los guardas: el paquete de caza de alta tecnología.,https://store.steampowered.com/app/1146830/theHunter_Call_of_the_Wild__HighTech_Hunting_Pack,"3,99€",,,18 SEPT 2019,0,364 reseñas de usuarios,Mayormente positivas,Simulación-Deportes-Aventura-Caza
Reel Fishing: Road Trip Adventure,Pesca y caza,"¡Ve a por tu caña, carrete y espíritu aventurero mientras te unes a tres amigos en un viaje veraniego inolvidable! 
Visita una serie de lugares de pesca, desde la pesca en alta mar a la pesca en arroyos de agua dulce, mientras tú y tus amigos perseguís y tratáis de atrapar al esquivo pez legendario.",https://store.steampowered.com/app/1051190/Reel_Fishing_Road_Trip_Adventure,"29,99€",,,18 SEPT 2019,0,,,Acción-Rol-Deportes-Aventura-Pesca
River Legends: A Fly Fishing Adventure,Pesca y caza,"Explore and fish your way across the rivers and lakes of Pine Canyon in this delightful 2D indie adventure. Pursue trophy wild trout while hiking through towering canyons, deep caverns, and lush forests. Choose the perfect fly, cast your line, and hang on for the bite, all in beautifully drawn pixel art. River Legends: A Fly Fishing Adventure offers an unforgettable fishing experience amidst the virtual great outdoors.",https://store.steampowered.com/app/1113490/River_Legends_A_Fly_Fishing_Adventure,"3,99€",,,27 AGO 2019,0,12 reseñas de usuarios,Mayormente positivas,Indie-Deportes-Simulación-Aventura-Rol
Truefish,Pesca y caza,The most realistic fishing simulator game with beautiful Italian venues!,https://store.steampowered.com/app/1089290/Truefish,"5,69€",,,10 JUL 2019,0,,,Deportes-Simulación-Pesca
